1647977439.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647977473.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647977512.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647977604.lRt.2022.lwlr.1: lisa, exercise_submission, ex-function, , 
1647977651.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647977689.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647977732.lRt.2022.lwlr.1: lisa, exercise_hint, , , 
1647977774.lRt.2022.lwlr.1: lisa, exercise_submission, exc-function-2, , 
1647977836.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647977848.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977849.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977852.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977857.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977862.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977866.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977895.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977897.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977912.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977912.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977917.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977922.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977927.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977932.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977936.lRt.2022.lwlr.1: lisa, video_progress, , , 
1647977979.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647978006.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647978093.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647978124.lRt.2022.lwlr.1: lisa, exercise_hint, , , 
1647978173.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647978199.lRt.2022.lwlr.1: lisa, question_submission, quiz1-1, A, FALSE
1647978216.lRt.2022.lwlr.1: lisa, question_submission, quiz1-1, , 
1647978222.lRt.2022.lwlr.1: lisa, question_submission, quiz1-1, BC, TRUE
1647978268.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647978355.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647978419.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647978490.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647978568.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647978635.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647978698.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647978838.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647978863.lRt.2022.lwlr.1: lisa, section_skipped, , , 
1647978874.lRt.2022.lwlr.1: lisa, session_stop, , , 
